ano,rodada,clube_mandante,clube_visitante,gols_mandante,gols_visitante,data,juiz,publico
2006,1,Juventude,Paraná,1,0,15/04/2006,José Henrique de Carvalho (SP),3.188
2006,1,Vasco da Gama,Internacional,1,1,15/04/2006,Salvio Fagundes Filho,6.671
2006,1,Santa Cruz,Figueirense,0,0,16/04/2006,,
2006,1,São Paulo,Flamengo,1,0,16/04/2006,Paulo Henrique de Godoy Bezerra (SC),12.826
2006,1,Palmeiras,Ponte Preta,2,3,16/04/2006,,
2006,1,Botafogo,Fortaleza,1,0,16/04/2006,,
2006,1,Atlético-PR,Fluminense,1,2,16/04/2006,Alício Pena Junior,Alício
2006,1,São Caetano,Cruzeiro,2,1,16/04/2006,,
2006,1,Grêmio,Corinthians,2,0,16/04/2006,Álvaro Azeredo Quelhas (MG),31.016
2006,1,Goiás,Santos,0,0,16/04/2006,,
2006,2,Corinthians,São Caetano,3,0,22/04/2006,,
2006,2,Fluminense,Goiás,1,0,22/04/2006,Leonardo Gaciba da Silva,Leonardo
2006,2,Figueirense,Palmeiras,6,1,22/04/2006,,
2006,2,Internacional,Santa Cruz,1,0,23/04/2006,,
2006,2,Flamengo,Juventude,3,1,23/04/2006,,
2006,2,Santos,Atlético-PR,2,0,23/04/2006,Clever Assunção Gonçalves/MG,Clever
2006,2,Ponte Preta,Vasco da Gama,1,2,23/04/2006,Luiz Alberto Sardinha Bites (GO),Luiz
2006,2,Fortaleza,São Paulo,1,0,23/04/2006,,
2006,2,Cruzeiro,Grêmio,3,1,23/04/2006,Paulo César de Oliveira,14.773
2006,2,Paraná,Botafogo,0,0,23/04/2006,,
2006,3,Fortaleza,São Caetano,2,1,29/04/2006,,
2006,3,São Paulo,Santa Cruz,4,0,29/04/2006,Domingos de Jesus Viana Filho (PA),Domingos
2006,3,Botafogo,Atlético-PR,0,4,29/04/2006,,
2006,3,Palmeiras,Santos,1,2,30/04/2006,,
2006,3,Paraná,Grêmio,5,2,30/04/2006,Wilson Luiz Seneme,9.124
2006,3,Ponte Preta,Corinthians,3,2,30/04/2006,,
2006,3,Internacional,Flamengo,1,0,30/04/2006,,
2006,3,Juventude,Goiás,1,1,30/04/2006,,
2006,3,Figueirense,Cruzeiro,0,2,30/04/2006,,
2006,3,Vasco da Gama,Fluminense,1,1,30/04/2006,Wilson Souza de Mendonça,26.083
2006,4,Santa Cruz,Ponte Preta,1,1,06/05/2006,,
2006,4,Fluminense,Paraná,2,1,06/05/2006,,
2006,4,Santos,Fortaleza,2,0,06/05/2006,,
2006,4,Grêmio,Vasco da Gama,1,2,07/05/2006,Cleber Wellington Abade (SP),36.305
2006,4,Corinthians,São Paulo,1,3,07/05/2006,Carlos Simon,20.857
2006,4,Atlético-PR,Internacional,1,2,07/05/2006,,
2006,4,São Caetano,Palmeiras,2,0,07/05/2006,,
2006,4,Flamengo,Botafogo,1,0,07/05/2006,,
2006,4,Goiás,Figueirense,2,1,07/05/2006,,
2006,4,Cruzeiro,Juventude,2,0,07/05/2006,,
2006,5,São Caetano,Juventude,0,2,13/05/2006,,
2006,5,Botafogo,Grêmio,2,2,13/05/2006,,
2006,5,Santos,Ponte Preta,3,1,13/05/2006,Leonardo Gaciba da Silva,Leonardo
2006,5,Internacional,São Paulo,3,1,14/05/2006,Evandro Rogerio Roman (PR),Evandro
2006,5,Santa Cruz,Atlético-PR,1,2,14/05/2006,Carlos Simon,Carlos
2006,5,Palmeiras,Cruzeiro,1,1,14/05/2006,,
2006,5,Figueirense,Fluminense,1,0,14/05/2006,,
2006,5,Flamengo,Fortaleza,0,0,14/05/2006,,
2006,5,Goiás,Vasco da Gama,2,0,14/05/2006,,
2006,5,Paraná,Corinthians,1,2,14/05/2006,Alício Pena Junior,Alício
2006,6,Fortaleza,Paraná,1,1,20/05/2006,,
2006,6,Atlético-PR,Goiás,2,3,20/05/2006,Paulo César de Oliveira,Paulo
2006,6,Internacional,Figueirense,2,4,20/05/2006,Luiz Alberto Sardinha Bites (GO),Luiz
2006,6,São Paulo,São Caetano,1,0,20/05/2006,Alício Pena Junior,Alício
2006,6,Vasco da Gama,Corinthians,2,4,21/05/2006,,
2006,6,Cruzeiro,Flamengo,2,1,21/05/2006,Luiz Alberto Sardinha Bites (GO),19.997
2006,6,Palmeiras,Santa Cruz,2,1,21/05/2006,Giulliano Bozzano (DF),Giulliano
2006,6,Ponte Preta,Grêmio,1,1,21/05/2006,Wagner Tardelli Azevedo,Wagner
2006,6,Fluminense,Santos,1,0,21/05/2006,Carlos Simon,Carlos
2006,6,Juventude,Botafogo,1,0,21/05/2006,Paulo Henrique de Godoy Bezerra (SC),Paulo
2006,7,São Caetano,Atlético-PR,2,1,23/05/2006,,
2006,7,Flamengo,Santos,2,2,23/05/2006,Luiz Alberto Sardinha Bites (GO),3.240
2006,7,Fortaleza,Fluminense,2,5,23/05/2006,,
2006,7,Paraná,Figueirense,0,0,24/05/2006,,
2006,7,Cruzeiro,Ponte Preta,5,1,24/05/2006,Sergio da Silva Carvalho,Sergio
2006,7,Juventude,Santa Cruz,4,1,24/05/2006,,
2006,7,São Paulo,Palmeiras,4,1,24/05/2006,Carlos Simon,Carlos
2006,7,Botafogo,Vasco da Gama,4,1,25/05/2006,Salvio Fagundes Filho,Salvio
2006,7,Grêmio,Goiás,2,0,25/05/2006,,
2006,7,Corinthians,Internacional,0,1,25/05/2006,,
2006,8,Atlético-PR,Juventude,1,0,27/05/2006,,
2006,8,Figueirense,Fortaleza,0,0,27/05/2006,,
2006,8,Ponte Preta,Paraná,2,5,27/05/2006,,
2006,8,Internacional,Cruzeiro,1,1,28/05/2006,,
2006,8,Santa Cruz,Botafogo,1,1,28/05/2006,,
2006,8,Fluminense,Flamengo,1,0,28/05/2006,Paulo César de Oliveira,16.563
2006,8,Goiás,São Caetano,2,1,28/05/2006,,
2006,8,Vasco da Gama,São Paulo,1,1,28/05/2006,Héber Lopes,Héber
2006,8,Palmeiras,Grêmio,0,1,28/05/2006,,
2006,9,Flamengo,Palmeiras,2,1,30/05/2006,,
2006,9,Grêmio,Santos,1,0,30/05/2006,,
2006,9,São Paulo,Fluminense,1,0,30/05/2006,Evandro Rogerio Roman (PR),10.186
2006,9,Fortaleza,Vasco da Gama,1,1,31/05/2006,Wilson Luiz Seneme,Wilson
2006,9,Juventude,Ponte Preta,0,1,31/05/2006,,
2006,9,Cruzeiro,Atlético-PR,1,1,31/05/2006,,
2006,9,São Caetano,Internacional,1,1,31/05/2006,,
2006,9,Paraná,Santa Cruz,3,0,01/06/2006,,
2006,9,Botafogo,Figueirense,2,3,01/06/2006,Sergio da Silva Carvalho,Sergio
2006,9,Corinthians,Goiás,0,1,01/06/2006,,
2006,10,Fortaleza,Cruzeiro,0,2,03/06/2006,,
2006,10,Fluminense,Internacional,2,3,03/06/2006,Wilson Luiz Seneme,9.719
2006,10,Grêmio,São Caetano,1,1,03/06/2006,,
2006,10,Vasco da Gama,Santa Cruz,2,1,04/06/2006,,
2006,10,Ponte Preta,Figueirense,3,0,04/06/2006,Wilson Souza de Mendonça,Wilson
2006,10,Corinthians,Flamengo,0,2,04/06/2006,Héber Lopes,6.251
2006,10,Atlético-PR,Palmeiras,2,0,04/06/2006,,
2006,10,Goiás,Paraná,1,2,04/06/2006,,
2006,10,Juventude,São Paulo,1,1,04/06/2006,Lourival Dias Lima Filho (BA),Lourival
2006,10,Santos,Botafogo,0,0,04/06/2006,,
2006,11,Cruzeiro,Corinthians,2,0,11/07/2006,,
2006,11,Figueirense,Santos,2,1,11/07/2006,Djalma José Beltrami Teixeira,Djalma
2006,11,São Caetano,Botafogo,1,1,11/07/2006,Wallace Nascimento Valente (ES),Wallace
2006,11,Internacional,Ponte Preta,2,0,12/07/2006,,
2006,11,Atlético-PR,Fortaleza,0,0,12/07/2006,,
2006,11,Fluminense,Juventude,3,2,12/07/2006,,
2006,11,São Paulo,Grêmio,2,1,12/07/2006,Álvaro Azeredo Quelhas (MG),Álvaro
2006,11,Santa Cruz,Goiás,2,1,13/07/2006,,
2006,11,Flamengo,Paraná,1,4,13/07/2006,Sergio da Silva Carvalho,3.621
2006,11,Palmeiras,Vasco da Gama,4,2,13/07/2006,Héber Lopes,Héber
2006,12,Botafogo,Ponte Preta,4,1,15/07/2006,Antonio Hora Filho (SE),Antonio
2006,12,São Paulo,Figueirense,2,1,15/07/2006,Héber Lopes,Héber
2006,12,Grêmio,Fluminense,4,4,15/07/2006,Clever Assunção Gonçalves/MG,Clever
2006,12,São Caetano,Santos,2,0,16/07/2006,,
2006,12,Cruzeiro,Goiás,0,0,16/07/2006,,
2006,12,Palmeiras,Corinthians,1,0,16/07/2006,,
2006,12,Flamengo,Vasco da Gama,0,1,16/07/2006,,
2006,12,Juventude,Internacional,2,0,16/07/2006,,
2006,12,Fortaleza,Santa Cruz,1,4,16/07/2006,,
2006,12,Paraná,Atlético-PR,2,1,16/07/2006,,
2006,13,Paraná,Cruzeiro,1,0,22/07/2006,,
2006,13,Figueirense,Grêmio,2,0,22/07/2006,Cleber Wellington Abade (SP),Cleber
2006,13,Corinthians,Fortaleza,2,2,22/07/2006,,
2006,13,Fluminense,São Caetano,2,2,22/07/2006,Sergio da Silva Carvalho,Sergio
2006,13,Ponte Preta,São Paulo,1,3,23/07/2006,,
2006,13,Santa Cruz,Flamengo,3,0,23/07/2006,Evandro Rogerio Roman (PR),30.412
2006,13,Vasco da Gama,Atlético-PR,2,1,23/07/2006,,
2006,13,Goiás,Palmeiras,1,3,23/07/2006,Leonardo Gaciba da Silva,Leonardo
2006,13,Internacional,Botafogo,0,0,23/07/2006,,
2006,13,Santos,Juventude,3,2,23/07/2006,,
2006,14,Juventude,Figueirense,1,0,29/07/2006,,
2006,14,São Caetano,Ponte Preta,1,1,29/07/2006,,
2006,14,Palmeiras,Paraná,4,2,29/07/2006,,
2006,14,Santa Cruz,Corinthians,1,0,30/07/2006,,
2006,14,São Paulo,Santos,0,4,30/07/2006,Leonardo Gaciba da Silva,Leonardo
2006,14,Atlético-PR,Flamengo,1,0,30/07/2006,,
2006,14,Vasco da Gama,Cruzeiro,1,0,30/07/2006,,
2006,14,Goiás,Fortaleza,1,1,30/07/2006,,
2006,14,Internacional,Grêmio,0,0,30/07/2006,Wilson Luiz Seneme,Wilson
2006,14,Fluminense,Botafogo,1,1,30/07/2006,Salvio Fagundes Filho,Salvio
2006,15,Grêmio,Juventude,1,0,05/08/2006,,
2006,15,Figueirense,São Caetano,1,1,05/08/2006,Djalma José Beltrami Teixeira,Djalma
2006,15,Corinthians,Atlético-PR,2,1,05/08/2006,,
2006,15,Flamengo,Goiás,1,0,05/08/2006,,
2006,15,Paraná,Vasco da Gama,2,1,06/08/2006,,
2006,15,Botafogo,São Paulo,1,1,06/08/2006,,
2006,15,Santos,Internacional,2,1,06/08/2006,,
2006,15,Ponte Preta,Fluminense,3,0,06/08/2006,,
2006,15,Fortaleza,Palmeiras,0,0,06/08/2006,,
2006,15,Cruzeiro,Santa Cruz,3,3,06/08/2006,,
2006,16,São Caetano,Santa Cruz,2,0,12/08/2006,,
2006,16,Juventude,Vasco da Gama,0,0,12/08/2006,,
2006,16,Corinthians,Figueirense,1,3,12/08/2006,Héber Lopes,19.196
2006,16,Flamengo,Ponte Preta,0,0,12/08/2006,,
2006,16,Grêmio,Atlético-PR,2,0,13/08/2006,,
2006,16,Botafogo,Palmeiras,1,3,13/08/2006,,
2006,16,Cruzeiro,Fluminense,2,3,13/08/2006,,
2006,16,Fortaleza,Internacional,1,2,13/08/2006,,
2006,16,São Paulo,Goiás,2,1,13/08/2006,,
2006,16,Paraná,Santos,1,1,13/08/2006,,
2006,17,Figueirense,Flamengo,1,1,15/08/2006,Salvio Fagundes Filho,8.280
2006,17,Fluminense,Corinthians,1,2,15/08/2006,Leonardo Gaciba da Silva,Leonardo
2006,17,Ponte Preta,Fortaleza,1,3,16/08/2006,,
2006,17,Vasco da Gama,São Caetano,1,2,16/08/2006,,
2006,17,Santa Cruz,Grêmio,2,4,16/08/2006,,
2006,17,Goiás,Botafogo,2,2,16/08/2006,,
2006,17,Santos,Cruzeiro,2,0,17/08/2006,Carlos Simon,Carlos
2006,17,Palmeiras,Juventude,1,1,17/08/2006,,
2006,17,Internacional,Paraná,3,2,30/09/2006,,
2006,17,Atlético-PR,São Paulo,0,0,30/09/2006,Clever Assunção Gonçalves/MG,Clever
2006,18,Ponte Preta,Goiás,3,2,19/08/2006,Álvaro Azeredo Quelhas (MG),Álvaro
2006,18,Flamengo,Grêmio,1,0,19/08/2006,Sergio da Silva Carvalho,20.487
2006,18,Santos,Vasco da Gama,0,2,20/08/2006,Giulliano Bozzano (DF),Giulliano
2006,18,Fluminense,Santa Cruz,1,1,20/08/2006,,
2006,18,Fortaleza,Juventude,4,1,20/08/2006,Cláudio Luciano Mercante Júnior (PE),Cláudio
2006,18,Cruzeiro,São Paulo,2,2,20/08/2006,Leonardo Gaciba da Silva,12.557
2006,18,Internacional,Palmeiras,1,1,20/08/2006,Evandro Rogerio Roman (PR),Evandro
2006,18,Corinthians,Botafogo,1,0,20/08/2006,Paulo Henrique de Godoy Bezerra (SC),20.121
2006,18,Figueirense,Atlético-PR,3,3,20/08/2006,Clever Assunção Gonçalves/MG,Clever
2006,18,Paraná,São Caetano,1,0,20/08/2006,Luís Antônio Silva Santos (RJ),Luís
2006,19,Santa Cruz,Santos,1,1,22/08/2006,,
2006,19,São Caetano,Flamengo,2,2,22/08/2006,Wilson Souza de Mendonça,2.080
2006,19,Juventude,Corinthians,0,0,22/08/2006,,
2006,19,Palmeiras,Fluminense,3,0,23/08/2006,Carlos Simon,11.970
2006,19,Atlético-PR,Ponte Preta,3,0,23/08/2006,,
2006,19,Goiás,Internacional,2,2,23/08/2006,,
2006,19,Botafogo,Cruzeiro,1,0,23/08/2006,,
2006,19,São Paulo,Paraná,3,2,24/08/2006,Clever Assunção Gonçalves/MG,Clever
2006,19,Vasco da Gama,Figueirense,3,1,24/08/2006,,
2006,19,Grêmio,Fortaleza,4,1,24/08/2006,Cleber Wellington Abade (SP),Cleber
2006,20,Fluminense,Atlético-PR,1,2,26/08/2006,Wallace Nascimento Valente (ES),Wallace
2006,20,Santos,Goiás,2,1,26/08/2006,,
2006,20,Cruzeiro,São Caetano,3,0,26/08/2006,,
2006,20,Flamengo,São Paulo,1,1,27/08/2006,Carlos Simon,15.337
2006,20,Internacional,Vasco da Gama,1,2,27/08/2006,Luiz Alberto Sardinha Bites (GO),Luiz
2006,20,Paraná,Juventude,0,1,27/08/2006,,
2006,20,Corinthians,Grêmio,0,2,27/08/2006,Evandro Rogerio Roman (PR),Evandro
2006,20,Figueirense,Santa Cruz,2,0,27/08/2006,,
2006,20,Fortaleza,Botafogo,2,3,27/08/2006,,
2006,20,Ponte Preta,Palmeiras,1,1,27/08/2006,,
2006,21,Atlético-PR,Santos,2,1,29/08/2006,Djalma José Beltrami Teixeira,10.603
2006,21,Juventude,Flamengo,1,0,29/08/2006,,
2006,21,São Caetano,Corinthians,0,1,29/08/2006,,
2006,21,Grêmio,Cruzeiro,2,1,30/08/2006,,
2006,21,Goiás,Fluminense,3,1,30/08/2006,,
2006,21,Santa Cruz,Internacional,0,2,30/08/2006,,
2006,21,Palmeiras,Figueirense,1,1,30/08/2006,Antonio Hora Filho (SE),Antonio
2006,21,Vasco da Gama,Ponte Preta,2,2,31/08/2006,,
2006,21,Botafogo,Paraná,4,0,31/08/2006,,
2006,21,São Paulo,Fortaleza,1,1,31/08/2006,Washington José Alves de Souza,Washington
2006,22,Cruzeiro,Figueirense,2,2,02/09/2006,,
2006,22,Flamengo,Internacional,1,2,02/09/2006,Héber Lopes,13.599
2006,22,São Caetano,Fortaleza,0,0,03/09/2006,,
2006,22,Goiás,Juventude,2,0,03/09/2006,,
2006,22,Santos,Palmeiras,5,1,03/09/2006,Leonardo Gaciba da Silva,Leonardo
2006,22,Atlético-PR,Botafogo,0,5,03/09/2006,Giulliano Bozzano (DF),Giulliano
2006,22,Grêmio,Paraná,2,1,03/09/2006,,
2006,22,Fluminense,Vasco da Gama,1,1,03/09/2006,Wilson Luiz Seneme,Wilson
2006,22,Santa Cruz,São Paulo,1,3,03/09/2006,Wagner Tardelli Azevedo,Wagner
2006,22,Corinthians,Ponte Preta,1,0,03/09/2006,,
2006,23,Ponte Preta,Santa Cruz,2,0,09/09/2006,,
2006,23,Palmeiras,São Caetano,3,1,09/09/2006,,
2006,23,Vasco da Gama,Grêmio,1,1,09/09/2006,,
2006,23,Figueirense,Goiás,2,2,10/09/2006,,
2006,23,Juventude,Cruzeiro,2,0,10/09/2006,,
2006,23,Paraná,Fluminense,1,0,10/09/2006,,
2006,23,São Paulo,Corinthians,0,0,10/09/2006,Héber Lopes,32.111
2006,23,Internacional,Atlético-PR,2,0,10/09/2006,Álvaro Azeredo Quelhas (MG),Álvaro
2006,23,Botafogo,Flamengo,0,2,10/09/2006,,
2006,23,Fortaleza,Santos,1,1,10/09/2006,,
2006,24,Atlético-PR,Santa Cruz,2,1,16/09/2006,,
2006,24,Corinthians,Paraná,1,0,16/09/2006,,
2006,24,Vasco da Gama,Goiás,0,0,16/09/2006,,
2006,24,Grêmio,Botafogo,4,0,17/09/2006,Salvio Fagundes Filho,Salvio
2006,24,Cruzeiro,Palmeiras,1,0,17/09/2006,,
2006,24,Juventude,São Caetano,1,0,17/09/2006,,
2006,24,São Paulo,Internacional,2,0,17/09/2006,Evandro Rogerio Roman (PR),13.438
2006,24,Fluminense,Figueirense,2,0,17/09/2006,Clever Assunção Gonçalves/MG,Clever
2006,24,Ponte Preta,Santos,1,0,17/09/2006,,
2006,24,Fortaleza,Flamengo,3,4,17/09/2006,,
2006,25,São Caetano,São Paulo,0,1,19/09/2006,Salvio Fagundes Filho,5.178
2006,25,Santos,Fluminense,1,1,19/09/2006,Leonardo Gaciba da Silva,Leonardo
2006,25,Corinthians,Vasco da Gama,1,1,19/09/2006,Wilson Souza de Mendonça,Wilson
2006,25,Grêmio,Ponte Preta,4,0,20/09/2006,,
2006,25,Figueirense,Internacional,1,0,20/09/2006,,
2006,25,Paraná,Fortaleza,2,0,20/09/2006,,
2006,25,Botafogo,Juventude,2,1,20/09/2006,,
2006,25,Goiás,Atlético-PR,2,2,20/09/2006,Djalma José Beltrami Teixeira,Djalma
2006,25,Flamengo,Cruzeiro,1,0,21/09/2006,Carlos Simon,10.308
2006,25,Santa Cruz,Palmeiras,3,2,21/09/2006,,
2006,26,Fluminense,Fortaleza,1,3,23/09/2006,,
2006,26,Atlético-PR,São Caetano,3,1,23/09/2006,,
2006,26,Santa Cruz,Juventude,1,0,24/09/2006,,
2006,26,Figueirense,Paraná,0,1,24/09/2006,,
2006,26,Santos,Flamengo,3,0,24/09/2006,Wilson Souza de Mendonça,6.032
2006,26,Palmeiras,São Paulo,3,1,24/09/2006,Cleber Wellington Abade (SP),Cleber
2006,26,Internacional,Corinthians,1,1,24/09/2006,Wagner Tardelli Azevedo,Wagner
2006,26,Goiás,Grêmio,4,0,24/09/2006,,
2006,26,Vasco da Gama,Botafogo,0,0,24/09/2006,Paulo César de Oliveira,Paulo
2006,26,Ponte Preta,Cruzeiro,0,1,24/09/2006,Djalma José Beltrami Teixeira,Djalma
2006,27,São Caetano,Goiás,1,2,03/10/2006,,
2006,27,Grêmio,Palmeiras,2,1,03/10/2006,,
2006,27,São Paulo,Vasco da Gama,5,1,03/10/2006,Sergio da Silva Carvalho,8.533
2006,27,Juventude,Atlético-PR,3,2,04/10/2006,,
2006,27,Paraná,Ponte Preta,2,1,04/10/2006,,
2006,27,Fortaleza,Figueirense,1,1,04/10/2006,,
2006,27,Flamengo,Fluminense,4,1,04/10/2006,Evandro Rogerio Roman (PR),24.534
2006,27,Corinthians,Santos,0,3,05/10/2006,,
2006,27,Botafogo,Santa Cruz,3,0,05/10/2006,,
2006,27,Cruzeiro,Internacional,2,1,05/10/2006,,
2006,28,Ponte Preta,Juventude,3,1,07/10/2006,,
2006,28,Fluminense,São Paulo,1,2,07/10/2006,Héber Lopes,Héber
2006,28,Vasco da Gama,Fortaleza,2,0,07/10/2006,,
2006,28,Santa Cruz,Paraná,1,3,08/10/2006,,
2006,28,Internacional,São Caetano,1,0,08/10/2006,,
2006,28,Atlético-PR,Cruzeiro,1,1,08/10/2006,,
2006,28,Palmeiras,Flamengo,3,1,08/10/2006,Alício Pena Junior,17.443
2006,28,Goiás,Corinthians,3,1,08/10/2006,,
2006,28,Figueirense,Botafogo,1,0,08/10/2006,Wilson Luiz Seneme,Wilson
2006,28,Santos,Grêmio,1,0,08/10/2006,,
2006,29,Cruzeiro,Fortaleza,0,0,14/10/2006,,
2006,29,São Paulo,Juventude,5,0,14/10/2006,Evandro Rogerio Roman (PR),Evandro
2006,29,Botafogo,Santos,4,3,14/10/2006,Carlos Simon,Carlos
2006,29,São Caetano,Grêmio,0,2,14/10/2006,,
2006,29,Paraná,Goiás,1,0,15/10/2006,,
2006,29,Figueirense,Ponte Preta,2,1,15/10/2006,,
2006,29,Internacional,Fluminense,2,0,15/10/2006,Alício Pena Junior,Alício
2006,29,Flamengo,Corinthians,3,0,15/10/2006,Leonardo Gaciba da Silva,22.753
2006,29,Palmeiras,Atlético-PR,2,2,15/10/2006,,
2006,29,Santa Cruz,Vasco da Gama,0,4,15/10/2006,,
2006,30,Vasco da Gama,Palmeiras,3,0,17/10/2006,Leonardo Gaciba da Silva,Leonardo
2006,30,Goiás,Santa Cruz,5,3,21/10/2006,,
2006,30,Ponte Preta,Internacional,0,2,21/10/2006,,
2006,30,Santos,Figueirense,2,1,21/10/2006,,
2006,30,Fortaleza,Atlético-PR,3,4,22/10/2006,,
2006,30,Paraná,Flamengo,0,2,22/10/2006,,
2006,30,Grêmio,São Paulo,1,1,22/10/2006,Héber Lopes,47.648
2006,30,Botafogo,São Caetano,2,1,22/10/2006,,
2006,30,Juventude,Fluminense,1,1,22/10/2006,,
2006,30,Corinthians,Cruzeiro,1,0,22/10/2006,Carlos Simon,Carlos
2006,31,Corinthians,Palmeiras,1,0,24/10/2006,Salvio Fagundes Filho,Salvio
2006,31,Vasco da Gama,Flamengo,3,1,26/10/2006,Paulo César de Oliveira,41.442
2006,31,Santa Cruz,Fortaleza,0,1,26/10/2006,,
2006,31,Fluminense,Grêmio,1,2,26/10/2006,,
2006,31,Internacional,Juventude,1,0,26/10/2006,,
2006,31,Atlético-PR,Paraná,4,0,28/10/2006,,
2006,31,Ponte Preta,Botafogo,1,2,28/10/2006,,
2006,31,Figueirense,São Paulo,0,2,28/10/2006,Djalma José Beltrami Teixeira,Djalma
2006,31,Santos,São Caetano,1,0,28/10/2006,,
2006,31,Goiás,Cruzeiro,2,3,28/10/2006,,
2006,32,Fortaleza,Corinthians,0,4,31/10/2006,,
2006,32,Juventude,Santos,3,2,31/10/2006,,
2006,32,São Caetano,Fluminense,1,1,31/10/2006,,
2006,32,Atlético-PR,Vasco da Gama,6,4,01/11/2006,,
2006,32,Flamengo,Santa Cruz,1,1,01/11/2006,Paulo Henrique de Godoy Bezerra (SC),9.464
2006,32,Palmeiras,Goiás,1,3,01/11/2006,,
2006,32,Grêmio,Figueirense,1,2,01/11/2006,Clever Assunção Gonçalves/MG,Clever
2006,32,Botafogo,Internacional,0,1,02/11/2006,,
2006,32,Cruzeiro,Paraná,2,2,02/11/2006,,
2006,32,São Paulo,Ponte Preta,1,1,02/11/2006,Rodrigo Martins Cintra (SP),56.677
2006,33,Fortaleza,Goiás,0,3,04/11/2006,,
2006,33,Santos,São Paulo,0,1,04/11/2006,Paulo César de Oliveira,Paulo
2006,33,Ponte Preta,São Caetano,1,2,04/11/2006,,
2006,33,Cruzeiro,Vasco da Gama,2,1,04/11/2006,,
2006,33,Grêmio,Internacional,0,1,04/11/2006,,
2006,33,Corinthians,Santa Cruz,1,0,04/11/2006,,
2006,33,Figueirense,Juventude,1,0,04/11/2006,,
2006,33,Paraná,Palmeiras,4,2,04/11/2006,,
2006,33,Flamengo,Atlético-PR,1,0,04/11/2006,Leonardo Gaciba da Silva,23.099
2006,33,Botafogo,Fluminense,2,1,05/11/2006,Héber Lopes,Héber
2006,34,Internacional,Santos,0,0,07/11/2006,Clever Assunção Gonçalves/MG,Clever
2006,34,Goiás,Flamengo,0,1,07/11/2006,Salvio Fagundes Filho,21.728
2006,34,Atlético-PR,Corinthians,1,2,07/11/2006,Luís Antônio Silva Santos (RJ),Luís
2006,34,Vasco da Gama,Paraná,3,1,08/11/2006,,
2006,34,São Caetano,Figueirense,3,1,08/11/2006,,
2006,34,Juventude,Grêmio,1,2,08/11/2006,Wagner Tardelli Azevedo,Wagner
2006,34,Palmeiras,Fortaleza,3,0,08/11/2006,,
2006,34,Fluminense,Ponte Preta,0,0,09/11/2006,,
2006,34,São Paulo,Botafogo,3,0,09/11/2006,Evandro Rogerio Roman (PR),Evandro
2006,34,Santa Cruz,Cruzeiro,4,1,09/11/2006,,
2006,35,Internacional,Fortaleza,3,0,11/11/2006,,
2006,35,Vasco da Gama,Juventude,1,1,11/11/2006,,
2006,35,Santos,Paraná,1,0,11/11/2006,,
2006,35,Figueirense,Corinthians,0,0,12/11/2006,,
2006,35,Ponte Preta,Flamengo,3,0,12/11/2006,Antonio Hora Filho (SE),Antonio
2006,35,Fluminense,Cruzeiro,1,0,12/11/2006,Leonardo Gaciba da Silva,Leonardo
2006,35,Goiás,São Paulo,0,2,12/11/2006,Héber Lopes,41.745
2006,35,Atlético-PR,Grêmio,2,3,12/11/2006,Álvaro Azeredo Quelhas (MG),Álvaro
2006,35,Palmeiras,Botafogo,2,1,12/11/2006,Clever Assunção Gonçalves/MG,Clever
2006,35,Santa Cruz,São Caetano,0,3,12/11/2006,,
2006,36,Flamengo,Figueirense,0,2,18/11/2006,Wallace Nascimento Valente (ES),8.012
2006,36,Grêmio,Santa Cruz,3,1,18/11/2006,,
2006,36,Corinthians,Fluminense,1,1,18/11/2006,Carlos Simon,Carlos
2006,36,São Paulo,Atlético-PR,1,1,19/11/2006,Alício Pena Junior,Alício
2006,36,Juventude,Palmeiras,3,2,19/11/2006,Luiz Alberto Sardinha Bites (GO),Luiz
2006,36,Paraná,Internacional,1,0,19/11/2006,,
2006,36,São Caetano,Vasco da Gama,0,1,19/11/2006,Héber Lopes,Héber
2006,36,Fortaleza,Ponte Preta,1,0,19/11/2006,,
2006,36,Botafogo,Goiás,2,2,19/11/2006,Leonardo Gaciba da Silva,Leonardo
2006,36,Cruzeiro,Santos,1,1,19/11/2006,Sergio da Silva Carvalho,Sergio
2006,37,Goiás,Ponte Preta,3,0,26/11/2006,,
2006,37,São Caetano,Paraná,0,2,26/11/2006,,
2006,37,Grêmio,Flamengo,3,0,26/11/2006,Paulo Henrique de Godoy Bezerra (SC),27.152
2006,37,Santa Cruz,Fluminense,1,2,26/11/2006,,
2006,37,Palmeiras,Internacional,1,4,26/11/2006,,
2006,37,Juventude,Fortaleza,2,2,26/11/2006,,
2006,37,Atlético-PR,Figueirense,1,4,26/11/2006,Paulo César de Oliveira,Paulo
2006,37,Vasco da Gama,Santos,1,1,26/11/2006,Leonardo Gaciba da Silva,Leonardo
2006,37,São Paulo,Cruzeiro,2,0,26/11/2006,Wagner Tardelli Azevedo,Wagner
2006,37,Botafogo,Corinthians,0,0,26/11/2006,,
2006,38,Flamengo,São Caetano,4,1,02/12/2006,,
2006,38,Internacional,Goiás,1,4,02/12/2006,,
2006,38,Santos,Santa Cruz,3,1,03/12/2006,,
2006,38,Paraná,São Paulo,0,0,03/12/2006,,
2006,38,Fluminense,Palmeiras,1,1,03/12/2006,Héber Lopes,Héber
2006,38,Fortaleza,Grêmio,1,0,03/12/2006,,
2006,38,Cruzeiro,Botafogo,3,1,03/12/2006,,
