ano,rodada,clube_mandante,clube_visitante,gols_mandante,gols_visitante,data,juiz,publico
2015,22,Santos,Chapecoense,3,1,03/09/2015,Bruno Arleu de Araújo,8.047
2015,22,Figueirense,Grêmio,0,2,03/09/2015,Raphael Claus,10.823
2015,23,São Paulo,Internacional,2,0,05/09/2015,Wilton Sampaio,20.935
2015,23,Vasco da Gama,Atlético-MG,1,2,05/09/2015,Elmo Alves Resende Cunha (GO),8.768
2015,23,Atlético-PR,Joinville,0,0,05/09/2015,Flavio Rodrigues de Souza,14.715
2015,23,Chapecoense,Ponte Preta,0,0,06/09/2015,Cleisson Veloso Pereira,5.228
2015,23,Cruzeiro,Figueirense,5,1,06/09/2015,Jailson Macedo Freitas (BA),39.040
2015,23,Avaí,Coritiba,0,2,06/09/2015,Nielson Nogueira Dias,4.773
2015,23,Grêmio,Goiás,2,1,06/09/2015,Sandro Ricci,29.184
2015,23,Palmeiras,Corinthians,3,3,06/09/2015,Raphael Claus,35.707
2015,23,Fluminense,Flamengo,1,3,06/09/2015,Ricardo Marques Ribeiro (MG),55.999
2015,23,Sport,Santos,1,1,06/09/2015,Emerson de Almeida Ferreira,7.308
2015,24,Internacional,Palmeiras,1,0,09/09/2015,Wagner Reway,13.690
2015,24,Ponte Preta,Vasco da Gama,0,1,09/09/2015,Diego Almeida Real,3.961
2015,24,Atlético-MG,Avaí,2,0,09/09/2015,Luis Teixeira Rocha,10.388
2015,24,Figueirense,Atlético-PR,1,1,09/09/2015,Dewson Fernando Freitas da Silva,5.890
2015,24,Corinthians,Grêmio,1,1,09/09/2015,André Luiz de Freitas Castro,30.126
2015,24,Santos,São Paulo,3,0,09/09/2015,Luiz Flávio de Oliveira (SP),5.552
2015,24,Coritiba,Fluminense,1,1,09/09/2015,Leandro Pedro Vuaden,12.619
2015,24,Goiás,Sport,1,0,10/09/2015,Thiago Duarte Peixoto,2.650
2015,24,Flamengo,Cruzeiro,2,0,10/09/2015,Marcelo Aparecido Ribeiro de Souza,43.017
2015,24,Joinville,Chapecoense,0,0,10/09/2015,Braulio da Silva Machado,7.387
2015,25,Coritiba,Internacional,0,1,12/09/2015,Raphael Claus,14.656
2015,25,Palmeiras,Figueirense,2,0,12/09/2015,Wagner do Nascimento Magalhães,22.794
2015,25,Ponte Preta,Santos,3,1,13/09/2015,Flavio Rodrigues de Souza,8.273
2015,25,Corinthians,Joinville,3,0,13/09/2015,Wilton Sampaio,41.809
2015,25,Cruzeiro,Atlético-MG,1,1,13/09/2015,Leandro Pedro Vuaden,45.991
2015,25,Grêmio,São Paulo,1,2,13/09/2015,Sandro Ricci,44.227
2015,25,Vasco da Gama,Atlético-PR,2,0,13/09/2015,André Luiz de Freitas Castro,10.805
2015,25,Chapecoense,Flamengo,1,3,13/09/2015,Anderson Daronco,10.800
2015,25,Avaí,Goiás,2,1,13/09/2015,Bruno Arleu de Araújo,4.767
2015,25,Sport,Fluminense,1,0,13/09/2015,Héber Lopes,5.333
2015,26,Goiás,Ponte Preta,1,2,16/09/2015,Dewson Fernando Freitas da Silva,2.885
2015,26,Joinville,Sport,1,1,16/09/2015,Ricardo Marques Ribeiro (MG),9.512
2015,26,Fluminense,Palmeiras,1,4,16/09/2015,Anderson Daronco,11.063
2015,26,Figueirense,Avaí,0,1,16/09/2015,Flavio Rodrigues de Souza,9.618
2015,26,Atlético-PR,Grêmio,1,2,16/09/2015,Braulio da Silva Machado,13.619
2015,26,Santos,Atlético-MG,4,0,16/09/2015,Héber Lopes,6.179
2015,26,Cruzeiro,Vasco da Gama,2,2,16/09/2015,Thiago Duarte Peixoto,19.888
2015,26,Internacional,Corinthians,2,1,16/09/2015,Jailson Macedo Freitas (BA),19.073
2015,26,São Paulo,Chapecoense,0,0,17/09/2015,Elmo Alves Resende Cunha (GO),16.502
2015,26,Flamengo,Coritiba,0,2,17/09/2015,Marielson Alves Silva,67.011
2015,27,Palmeiras,Grêmio,3,2,19/09/2015,Wilton Sampaio,21.257
2015,27,Internacional,Figueirense,1,1,19/09/2015,Nielson Nogueira Dias,16.631
2015,27,Ponte Preta,Fluminense,3,1,19/09/2015,André Luiz de Freitas Castro,5.470
2015,27,Goiás,Joinville,3,0,20/09/2015,Raphael Claus,3.961
2015,27,Corinthians,Santos,2,0,20/09/2015,Flávio Rodrigues Guerra,41.748
2015,27,Avaí,São Paulo,2,1,20/09/2015,Jailson Macedo Freitas (BA),9.579
2015,27,Vasco da Gama,Sport,2,1,20/09/2015,Héber Lopes,19.128
2015,27,Atlético-MG,Flamengo,4,1,20/09/2015,Sandro Ricci,20.203
2015,27,Coritiba,Atlético-PR,2,0,20/09/2015,Marcelo de Lima Henrique  (RJ),30.867
2015,27,Chapecoense,Cruzeiro,0,2,20/09/2015,Wagner do Nascimento Magalhães,5.915
2015,28,Fluminense,Goiás,2,0,26/09/2015,Marielson Alves Silva,9.238
2015,28,Grêmio,Avaí,3,1,26/09/2015,Marcelo Aparecido Ribeiro de Souza,13.251
2015,28,Santos,Internacional,3,1,27/09/2015,Héber Lopes,11.043
2015,28,Atlético-PR,Ponte Preta,1,2,27/09/2015,Sandro Ricci,12.629
2015,28,Figueirense,Corinthians,1,3,27/09/2015,Marcelo de Lima Henrique  (RJ),9.484
2015,28,São Paulo,Palmeiras,1,1,27/09/2015,Anderson Daronco,25.047
2015,28,Joinville,Atlético-MG,2,2,27/09/2015,Raphael Claus,7.486
2015,28,Flamengo,Vasco da Gama,1,2,27/09/2015,Leandro Pedro Vuaden,40.240
2015,28,Cruzeiro,Coritiba,2,0,27/09/2015,Flavio Rodrigues de Souza,22.897
2015,28,Sport,Chapecoense,3,0,27/09/2015,Ricardo Marques Ribeiro (MG),4.882
2015,29,Coritiba,Atlético-MG,0,3,03/10/2015,Péricles Bassols Pegado Cortez (RJ),14.469
2015,29,Internacional,Sport,2,1,03/10/2015,Braulio da Silva Machado,14.386
2015,29,São Paulo,Atlético-PR,1,0,03/10/2015,Igor Junior Benevenuto,11.066
2015,29,Flamengo,Joinville,2,0,04/10/2015,Luiz Flávio de Oliveira (SP),52.462
2015,29,Avaí,Vasco da Gama,1,1,04/10/2015,Luis Teixeira Rocha,14.582
2015,29,Ponte Preta,Corinthians,2,2,04/10/2015,Flavio Rodrigues de Souza,10.311
2015,29,Cruzeiro,Grêmio,0,0,04/10/2015,Héber Lopes,29.294
2015,29,Goiás,Figueirense,2,3,04/10/2015,Ricardo Marques Ribeiro (MG),3.695
2015,29,Santos,Fluminense,3,1,04/10/2015,Sandro Ricci,7.491
2015,29,Chapecoense,Palmeiras,5,1,04/10/2015,Jailson Macedo Freitas (BA),16.474
2015,30,Atlético-MG,Internacional,2,1,14/10/2015,André Luiz de Freitas Castro,17.671
2015,30,Sport,Avaí,3,0,14/10/2015,Péricles Bassols Pegado Cortez (RJ),5.049
2015,30,Palmeiras,Ponte Preta,0,1,14/10/2015,Raphael Claus,28.981
2015,30,Figueirense,Flamengo,3,0,14/10/2015,Anderson Daronco,12.820
2015,30,Joinville,Coritiba,3,1,14/10/2015,Marcelo de Lima Henrique  (RJ),7.416
2015,30,Atlético-PR,Cruzeiro,2,2,14/10/2015,Wagner do Nascimento Magalhães,13.047
2015,30,Fluminense,São Paulo,2,0,14/10/2015,Braulio da Silva Machado,8.357
2015,30,Vasco da Gama,Chapecoense,1,1,15/10/2015,Ricardo Marques Ribeiro (MG),22.827
2015,30,Corinthians,Goiás,3,0,15/10/2015,Wagner Reway,41.179
2015,30,Grêmio,Santos,1,0,15/10/2015,Marielson Alves Silva,8.837
2015,31,Avaí,Palmeiras,1,3,17/10/2015,Marcelo de Lima Henrique  (RJ),9.254
2015,31,Joinville,Figueirense,1,0,17/10/2015,Nielson Nogueira Dias,8.954
2015,31,Ponte Preta,Coritiba,3,0,18/10/2015,Pablo dos Santos Alves,6.535
2015,31,Cruzeiro,Fluminense,2,0,18/10/2015,André Luiz de Freitas Castro,38.577
2015,31,Atlético-PR,Corinthians,1,4,18/10/2015,Elmo Alves Resende Cunha (GO),23.850
2015,31,São Paulo,Vasco da Gama,2,2,18/10/2015,Dewson Fernando Freitas da Silva,18.349
2015,31,Flamengo,Internacional,0,1,18/10/2015,Héber Lopes,24.599
2015,31,Santos,Goiás,3,1,18/10/2015,Anderson Daronco,6.198
2015,31,Grêmio,Chapecoense,2,3,18/10/2015,Luiz Flávio de Oliveira (SP),19.925
2015,31,Sport,Atlético-MG,4,1,18/10/2015,Wilton Sampaio,15.459
2015,32,Fluminense,Atlético-PR,0,1,24/10/2015,Luiz Flávio de Oliveira (SP),7.012
2015,32,Figueirense,Santos,0,0,24/10/2015,Leandro Pedro Vuaden,7.634
2015,32,Internacional,Joinville,1,0,24/10/2015,Dewson Fernando Freitas da Silva,19.133
2015,32,Palmeiras,Sport,0,2,24/10/2015,André Luiz de Freitas Castro,19.395
2015,32,Vasco da Gama,Grêmio,0,0,25/10/2015,Marcelo Aparecido Ribeiro de Souza,17.442
2015,32,Corinthians,Flamengo,1,0,25/10/2015,Wilton Sampaio,43.942
2015,32,Coritiba,São Paulo,1,2,25/10/2015,Marielson Alves Silva,15.002
2015,32,Chapecoense,Avaí,0,0,25/10/2015,Anderson Daronco,7.919
2015,32,Goiás,Cruzeiro,0,1,25/10/2015,Nielson Nogueira Dias,13.101
2015,32,Atlético-MG,Ponte Preta,2,1,25/10/2015,Sandro Ricci,13.232
2015,33,São Paulo,Sport,3,0,31/10/2015,Wagner Reway,14.002
2015,33,Avaí,Cruzeiro,1,1,31/10/2015,Raphael Claus,5.114
2015,33,Ponte Preta,Joinville,1,0,31/10/2015,Marielson Alves Silva,4.858
2015,33,Coritiba,Figueirense,1,1,31/10/2015,Ricardo Marques Ribeiro (MG),6.196
2015,33,Grêmio,Flamengo,2,0,01/11/2015,Braulio da Silva Machado,35.160
2015,33,Santos,Palmeiras,2,1,01/11/2015,Péricles Bassols Pegado Cortez (RJ),11.767
2015,33,Atlético-MG,Corinthians,0,3,01/11/2015,Héber Lopes,21.798
2015,33,Chapecoense,Atlético-PR,0,0,01/11/2015,André Luiz de Freitas Castro,12.419
2015,33,Vasco da Gama,Fluminense,0,1,01/11/2015,Luiz Flávio de Oliveira (SP),11.957
2015,33,Goiás,Internacional,2,1,01/11/2015,Marcelo Aparecido Ribeiro de Souza,6.420
2015,34,Internacional,Ponte Preta,1,0,07/11/2015,Ricardo Marques Ribeiro (MG),17.431
2015,34,Corinthians,Coritiba,2,1,07/11/2015,Dewson Fernando Freitas da Silva,43.688
2015,34,Atlético-PR,Avaí,2,1,07/11/2015,Marielson Alves Silva,9.491
2015,34,Fluminense,Chapecoense,2,3,07/11/2015,Nielson Nogueira Dias,4.153
2015,34,Palmeiras,Vasco da Gama,0,2,08/11/2015,Anderson Daronco,28.800
2015,34,Cruzeiro,São Paulo,2,1,08/11/2015,Marcelo de Lima Henrique  (RJ),33.417
2015,34,Figueirense,Atlético-MG,0,1,08/11/2015,Marcelo Aparecido Ribeiro de Souza,11.556
2015,34,Flamengo,Goiás,4,1,08/11/2015,Luiz Flávio de Oliveira (SP),12.634
2015,34,Joinville,Santos,0,0,08/11/2015,Wagner Reway,9.679
2015,34,Sport,Grêmio,1,0,08/11/2015,Héber Lopes,11.091
2015,35,Cruzeiro,Sport,3,0,15/11/2015,Marielson Alves Silva,25.851
2015,35,Goiás,Coritiba,1,3,18/11/2015,Ricardo Marques Ribeiro (MG),16.896
2015,35,Avaí,Joinville,2,1,18/11/2015,Luiz Flávio de Oliveira (SP),8.153
2015,35,Atlético-PR,Palmeiras,3,3,18/11/2015,Dewson Fernando Freitas da Silva,13.650
2015,35,Ponte Preta,Figueirense,0,1,18/11/2015,Franscisco Carlos do Nascimento,4.152
2015,35,Chapecoense,Internacional,1,0,19/11/2015,Marcelo de Lima Henrique  (RJ),12.693
2015,35,Grêmio,Fluminense,1,0,19/11/2015,Wagner Reway,14.241
2015,35,Vasco da Gama,Corinthians,1,1,19/11/2015,Anderson Daronco,19.225
2015,35,São Paulo,Atlético-MG,4,2,19/11/2015,Leandro Pedro Vuaden,18.199
2015,35,Santos,Flamengo,0,0,19/11/2015,Héber Lopes,8.071
2015,36,Palmeiras,Cruzeiro,1,1,21/11/2015,Elmo Alves Resende Cunha (GO),19.395
2015,36,Figueirense,Chapecoense,0,0,22/11/2015,Anderson Daronco,9.635
2015,36,Corinthians,São Paulo,6,1,22/11/2015,Péricles Bassols Pegado Cortez (RJ),44.976
2015,36,Internacional,Grêmio,1,0,22/11/2015,Ricardo Marques Ribeiro (MG),30.682
2015,36,Atlético-MG,Goiás,2,2,22/11/2015,Nielson Nogueira Dias,9.373
2015,36,Joinville,Vasco da Gama,1,2,22/11/2015,Marcelo Aparecido Ribeiro de Souza,7.026
2015,36,Flamengo,Ponte Preta,1,1,22/11/2015,Dewson Fernando Freitas da Silva,12.814
2015,36,Coritiba,Santos,1,0,22/11/2015,Marielson Alves Silva,Marielson
2015,36,Sport,Atlético-PR,0,0,22/11/2015,André Luiz de Freitas Castro,André
2015,36,Fluminense,Avaí,3,1,22/11/2015,Flávio Rodrigues Guerra,9.183
2015,37,São Paulo,Figueirense,3,2,28/11/2015,Wagner Reway,20.034
2015,37,Fluminense,Internacional,1,1,28/11/2015,Marielson Alves Silva,6.645
2015,37,Avaí,Ponte Preta,1,0,28/11/2015,Anderson Daronco,7.150
2015,37,Grêmio,Atlético-MG,2,1,29/11/2015,Péricles Bassols Pegado Cortez (RJ),36.862
2015,37,Sport,Corinthians,2,0,29/11/2015,Ricardo Marques Ribeiro (MG),19.048
2015,37,Cruzeiro,Joinville,3,0,29/11/2015,Rodolpho Toski Marques,24.933
2015,37,Vasco da Gama,Santos,1,0,29/11/2015,Leandro Pedro Vuaden,10.614
2015,37,Palmeiras,Coritiba,0,2,29/11/2015,Igor Junior Benevenuto,15.037
2015,37,Chapecoense,Goiás,1,3,29/11/2015,Flavio Rodrigues de Souza,9.831
2015,37,Atlético-PR,Flamengo,3,0,29/11/2015,Marcelo Aparecido Ribeiro de Souza,25.889
2015,38,Goiás,São Paulo,0,1,06/12/2015,Ricardo Marques Ribeiro (MG),34.284
2015,38,Atlético-MG,Chapecoense,3,0,06/12/2015,Wilton Sampaio,32.229
2015,38,Ponte Preta,Sport,0,1,06/12/2015,Péricles Bassols Pegado Cortez (RJ),2.542
2015,38,Joinville,Grêmio,0,2,06/12/2015,Raphael Claus,5.979
2015,38,Figueirense,Fluminense,1,0,06/12/2015,Dewson Fernando Freitas da Silva,16.047
2015,38,Flamengo,Palmeiras,1,2,06/12/2015,Wagner Reway,16.070
2015,38,Corinthians,Avaí,1,1,06/12/2015,Leandro Pedro Vuaden,43.652
2015,38,Coritiba,Vasco da Gama,0,0,06/12/2015,Anderson Daronco,10.322
2015,38,Internacional,Cruzeiro,2,0,06/12/2015,André Luiz de Freitas Castro,29.836
2015,38,Santos,Atlético-PR,5,1,06/12/2015,Marcelo de Lima Henrique  (RJ),3.836
2016,1,Flamengo,Sport,1,0,14/05/2016,Marcelo Aparecido Ribeiro de Souza,7.863
2016,1,Palmeiras,Atlético-PR,4,0,14/05/2016,Bruno Arleu de Araújo,33.629
2016,1,Atlético-MG,Santos,1,0,14/05/2016,Jailson Macedo Freitas (BA),5.403
2016,1,Coritiba,Cruzeiro,1,0,14/05/2016,Jean Pierre Goncalves Lima,6.028
2016,1,Botafogo,São Paulo,0,1,15/05/2016,Braulio da Silva Machado,5.465
2016,1,Santa Cruz,Vitória,4,1,15/05/2016,Pablo dos Santos Alves,20.038
2016,1,Figueirense,Ponte Preta,0,0,15/05/2016,Emerson de Almeida Ferreira,5.714
2016,1,América-MG,Fluminense,0,1,15/05/2016,Thiago Duarte Peixoto,2.078
2016,1,Corinthians,Grêmio,0,0,15/05/2016,Wilton Sampaio,31.533
2016,1,Internacional,Chapecoense,0,0,15/05/2016,Nielson Nogueira Dias,12.092
2016,2,Ponte Preta,Palmeiras,2,1,21/05/2016,Leandro Pedro Vuaden,7.061
2016,2,Fluminense,Santa Cruz,2,2,21/05/2016,Jailson Macedo Freitas (BA),3.38
2016,2,Cruzeiro,Figueirense,2,2,21/05/2016,Wagner Reway,12.647
2016,2,Atlético-PR,Atlético-MG,1,1,22/05/2016,Flavio Rodrigues de Souza,11.804
2016,2,Santos,Coritiba,2,1,22/05/2016,Ricardo Marques Ribeiro (MG),7.472
2016,2,Vitória,Corinthians,3,2,22/05/2016,Héber Lopes,12.693
2016,2,Chapecoense,América-MG,3,1,22/05/2016,Eduardo Tomaz de Aquino Valadão,2.177
2016,2,Grêmio,Flamengo,1,0,22/05/2016,Luiz Flávio de Oliveira (SP),17.866
2016,2,São Paulo,Internacional,1,2,22/05/2016,Péricles Bassols Pegado Cortez (RJ),19.509
2016,2,Sport,Botafogo,1,1,22/05/2016,Vinicius Furlan,6.117
2016,3,Figueirense,Santos,2,2,25/05/2016,Wagner do Nascimento Magalhães,5.849
2016,3,Botafogo,Atlético-PR,2,1,25/05/2016,Dewson Fernando Freitas da Silva,4.445
2016,3,América-MG,Vitória,1,1,25/05/2016,Gilberto Rodrigues Castro Junior,1.318
2016,3,Flamengo,Chapecoense,2,2,25/05/2016,Diego Almeida Real,2.705
2016,3,Santa Cruz,Cruzeiro,4,1,25/05/2016,Anderson Daronco,16.331
2016,3,Coritiba,São Paulo,1,1,25/05/2016,Marielson Alves Silva,10.83
2016,3,Palmeiras,Fluminense,2,0,25/05/2016,Sandro Ricci,28.534
2016,3,Corinthians,Ponte Preta,3,0,26/05/2016,Elmo Alves Resende Cunha (GO),35.573
2016,3,Internacional,Sport,1,0,26/05/2016,Igor Junior Benevenuto,28.751
2016,3,Atlético-MG,Grêmio,0,3,26/05/2016,Raphael Claus,17.426
2016,4,Cruzeiro,América-MG,1,1,28/05/2016,Dewson Fernando Freitas da Silva,11.266
2016,4,Atlético-PR,Figueirense,2,1,28/05/2016,Péricles Bassols Pegado Cortez (RJ),10.479
2016,4,Chapecoense,Santa Cruz,1,1,28/05/2016,Rafael Traci,4.734
2016,4,Sport,Corinthians,0,2,29/05/2016,Wagner Reway,14.645
2016,4,Ponte Preta,Flamengo,1,2,29/05/2016,Anderson Daronco,7.106
2016,4,Vitória,Atlético-MG,1,1,29/05/2016,Rodolpho Toski Marques,12.867
2016,4,Fluminense,Botafogo,1,0,29/05/2016,Marcelo Aparecido Ribeiro de Souza,4.55
2016,4,São Paulo,Palmeiras,1,0,29/05/2016,Ricardo Marques Ribeiro (MG),21.016
2016,4,Santos,Internacional,0,1,29/05/2016,André Luiz de Freitas Castro,4.468
2016,4,Grêmio,Coritiba,2,0,29/05/2016,Sandro Ricci,12.415
2016,5,Internacional,Atlético-PR,1,0,01/06/2016,Wagner do Nascimento Magalhães,20.3
2016,5,Santa Cruz,Sport,0,1,01/06/2016,Raphael Claus,16.951
2016,5,Coritiba,Chapecoense,3,4,01/06/2016,Pablo dos Santos Alves,2.852
2016,5,Corinthians,Santos,1,0,01/06/2016,Leandro Pedro Vuaden,30.187
2016,5,Figueirense,São Paulo,1,0,01/06/2016,Jean Pierre Goncalves Lima,5.834
2016,5,Botafogo,Cruzeiro,0,1,01/06/2016,Elmo Alves Resende Cunha (GO),7.057
2016,5,Atlético-MG,Fluminense,1,1,01/06/2016,Luiz Flávio de Oliveira (SP),8.144
2016,5,América-MG,Ponte Preta,1,2,02/06/2016,Leonardo Garcia Cavaleiro,1.466
2016,5,Palmeiras,Grêmio,4,3,02/06/2016,Marielson Alves Silva,19.196
2016,5,Flamengo,Vitória,1,0,02/06/2016,Igor Junior Benevenuto,6.164
2016,6,Atlético-PR,Santa Cruz,1,0,04/06/2016,Wagner Reway,11.863
2016,6,Chapecoense,Fluminense,0,0,04/06/2016,Ricardo Marques Ribeiro (MG),5.817
2016,6,Corinthians,Coritiba,2,1,04/06/2016,Anderson Daronco,26.958
2016,6,Santos,Botafogo,3,0,05/06/2016,Sandro Ricci,16.53
2016,6,América-MG,Figueirense,1,0,05/06/2016,Raphael Claus,2.173
2016,6,Flamengo,Palmeiras,1,2,05/06/2016,Dewson Fernando Freitas da Silva,54.655
2016,6,Vitória,Internacional,1,0,05/06/2016,Thiago Duarte Peixoto,8.924
2016,6,Sport,Atlético-MG,4,4,05/06/2016,Rodrigo Nunes de Sá,14.17
2016,6,Grêmio,Ponte Preta,1,0,05/06/2016,Péricles Bassols Pegado Cortez (RJ),16.957
2016,6,Cruzeiro,São Paulo,0,1,05/06/2016,André Luiz de Freitas Castro,18.905
2016,7,Ponte Preta,Chapecoense,2,1,11/06/2016,Rodrigo Batista Raposo,3.862
2016,7,Internacional,América-MG,3,1,11/06/2016,Luiz Flávio de Oliveira (SP),18.028
2016,7,Fluminense,Grêmio,1,1,11/06/2016,André Luiz de Freitas Castro,2.467
2016,7,São Paulo,Atlético-PR,1,2,11/06/2016,Anderson Daronco,12.389
2016,7,Botafogo,Vitória,1,1,12/06/2016,Ricardo Marques Ribeiro (MG),1.203
2016,7,Coritiba,Sport,3,2,12/06/2016,Braulio da Silva Machado,8.221
2016,7,Figueirense,Flamengo,1,0,12/06/2016,Leandro Pedro Vuaden,11.556
2016,7,Atlético-MG,Cruzeiro,2,3,12/06/2016,Marcelo Aparecido Ribeiro de Souza,19.484
2016,7,Palmeiras,Corinthians,1,0,12/06/2016,Raphael Claus,39.935
2016,7,Santa Cruz,Santos,0,2,12/06/2016,Elmo Alves Resende Cunha (GO),16.464
2016,8,São Paulo,Vitória,2,0,15/06/2016,Wagner Reway,9.213
2016,8,Ponte Preta,Atlético-PR,3,2,15/06/2016,Elmo Alves Resende Cunha (GO),3.09
2016,8,Chapecoense,Grêmio,3,3,15/06/2016,Luís Máximo,13.154
2016,8,Botafogo,América-MG,3,1,15/06/2016,Rodrigo Batista Raposo,883.0
2016,8,Santa Cruz,Figueirense,1,0,15/06/2016,Marcelo Aparecido Ribeiro de Souza,10.019
2016,8,Santos,Sport,2,0,15/06/2016,Leandro Pedro Vuaden,4.937
2016,8,Cruzeiro,Flamengo,0,1,15/06/2016,Raphael Claus,17.593
2016,8,Coritiba,Palmeiras,2,2,15/06/2016,Anderson Daronco,12.794
2016,8,Internacional,Atlético-MG,2,0,16/06/2016,Péricles Bassols Pegado Cortez (RJ),21.881
2016,8,Fluminense,Corinthians,1,0,16/06/2016,Ricardo Marques Ribeiro (MG),21.148
2016,9,Palmeiras,Santa Cruz,3,1,18/06/2016,Eduardo Tomaz de Aquino Valadão,34.162
2016,9,Atlético-PR,Santos,1,0,18/06/2016,Anderson Daronco,15.359
2016,9,América-MG,Coritiba,2,1,18/06/2016,Wagner do Nascimento Magalhães,796.0
2016,9,Atlético-MG,Ponte Preta,3,0,19/06/2016,Wagner Reway,16.042
2016,9,Vitória,Chapecoense,1,2,19/06/2016,Leandro Pedro Vuaden,7.702
2016,9,Figueirense,Internacional,3,2,19/06/2016,Luís Máximo,16.361
2016,9,Corinthians,Botafogo,3,1,19/06/2016,Rodolpho Toski Marques,34.747
2016,9,Flamengo,São Paulo,2,2,19/06/2016,Elmo Alves Resende Cunha (GO),27.233
2016,9,Sport,Fluminense,2,1,19/06/2016,Raphael Claus,8.065
2016,9,Grêmio,Cruzeiro,2,0,19/06/2016,Thiago Duarte Peixoto,16.566
2016,10,Palmeiras,América-MG,2,0,21/06/2016,Péricles Bassols Pegado Cortez (RJ),27.429
2016,10,Ponte Preta,Cruzeiro,0,4,22/06/2016,Dewson Fernando Freitas da Silva,4.183
2016,10,Botafogo,Figueirense,0,0,22/06/2016,Emerson de Almeida Ferreira,2.797
2016,10,Santa Cruz,Flamengo,0,1,22/06/2016,Wagner Reway,12.739
2016,10,Fluminense,Santos,2,4,22/06/2016,Rodolpho Toski Marques,4.721
2016,10,Atlético-MG,Corinthians,2,1,22/06/2016,Wilton Sampaio,34.426
2016,10,Chapecoense,Atlético-PR,0,0,23/06/2016,Franscisco Carlos do Nascimento,3.788
2016,10,Grêmio,Vitória,1,2,23/06/2016,Sandro Ricci,14.382
2016,10,São Paulo,Sport,0,0,23/06/2016,Rafael Traci,11.145
2016,10,Coritiba,Internacional,1,1,23/06/2016,Eduardo Tomaz de Aquino Valadão,8.798
2016,11,Cruzeiro,Palmeiras,2,1,25/06/2016,Leandro Pedro Vuaden,18.082
2016,11,Corinthians,Santa Cruz,2,1,25/06/2016,Wagner do Nascimento Magalhães,25.501
2016,11,América-MG,Atlético-MG,0,1,26/06/2016,Anderson Daronco,9.516
2016,11,Internacional,Botafogo,2,3,26/06/2016,Wilton Sampaio,25.037
2016,11,Atlético-PR,Grêmio,2,0,26/06/2016,Wagner Reway,16.838
2016,11,Flamengo,Fluminense,1,2,26/06/2016,Luís Máximo,25.941
2016,11,Santos,São Paulo,3,0,26/06/2016,Raphael Claus,19.748
2016,11,Vitória,Ponte Preta,1,1,26/06/2016,Ricardo Marques Ribeiro (MG),4.814
2016,11,Figueirense,Coritiba,0,0,26/06/2016,Elmo Alves Resende Cunha (GO),5.834
2016,11,Sport,Chapecoense,5,1,26/06/2016,Dewson Fernando Freitas da Silva,8.743
2016,12,Grêmio,Santos,3,2,29/06/2016,Eduardo Tomaz de Aquino Valadão,14.865
2016,12,Flamengo,Internacional,1,0,29/06/2016,Ricardo Marques Ribeiro (MG),21.0
2016,12,Vitória,Sport,3,2,29/06/2016,Leonardo Garcia Cavaleiro,5.84
2016,12,Chapecoense,Cruzeiro,3,2,29/06/2016,Rodolpho Toski Marques,6.774
2016,12,Coritiba,Atlético-PR,1,0,29/06/2016,Thiago Duarte Peixoto,12.861
2016,12,América-MG,Corinthians,0,2,29/06/2016,Wagner Reway,3.386
2016,12,São Paulo,Fluminense,2,1,29/06/2016,Anderson Daronco,10.323
2016,12,Palmeiras,Figueirense,4,0,30/06/2016,Gilberto Rodrigues Castro Junior,32.834
2016,12,Santa Cruz,Ponte Preta,0,3,30/06/2016,Franscisco Carlos do Nascimento,8.517
2016,12,Atlético-MG,Botafogo,5,3,30/06/2016,Raphael Claus,23.018
2016,13,Fluminense,Coritiba,0,0,02/07/2016,Leandro Pedro Vuaden,917.0
2016,13,Atlético-PR,América-MG,1,0,02/07/2016,Luiz Flávio de Oliveira (SP),10.137
2016,13,Internacional,Grêmio,0,1,03/07/2016,Dewson Fernando Freitas da Silva,40.686
2016,13,Cruzeiro,Vitória,2,2,03/07/2016,Péricles Bassols Pegado Cortez (RJ),43.821
2016,13,Botafogo,Santa Cruz,2,1,03/07/2016,Braulio da Silva Machado,5.033
2016,13,Santos,Chapecoense,3,0,03/07/2016,Bruno Arleu de Araújo,10.322
2016,13,Ponte Preta,São Paulo,1,0,03/07/2016,Vinicius Furlan,5.551
2016,13,Corinthians,Flamengo,4,0,03/07/2016,Héber Lopes,32.577
2016,13,Figueirense,Atlético-MG,1,1,03/07/2016,Rafael Traci,5.506
2016,13,Sport,Palmeiras,1,3,04/07/2016,Anderson Daronco,26.719
2016,14,Chapecoense,Corinthians,0,2,09/07/2016,Ricardo Marques Ribeiro (MG),11.615
2016,14,Coritiba,Botafogo,0,0,09/07/2016,Luiz Flávio de Oliveira (SP),10.922
2016,14,Ponte Preta,Sport,2,1,09/07/2016,Héber Lopes,3.086
2016,14,Flamengo,Atlético-MG,2,0,10/07/2016,Marielson Alves Silva,23.39
2016,14,Grêmio,Figueirense,2,1,10/07/2016,Jailson Macedo Freitas (BA),34.013
2016,14,São Paulo,América-MG,3,0,10/07/2016,Dewson Fernando Freitas da Silva,8.198
2016,14,Santa Cruz,Internacional,1,0,10/07/2016,Sandro Ricci,8.749
2016,14,Vitória,Fluminense,0,0,10/07/2016,Marcelo Aparecido Ribeiro de Souza,6.938
2016,14,Cruzeiro,Atlético-PR,0,3,11/07/2016,Anderson Daronco,32.042
